Cause,Code (Data6),Sex,Year,DALY,Mental_health_legislation,Mental_health_policy,GDP_per_Capita,Mental_health_professional,WHO_Support per 100k,Health expenditure per capita.Value
Eating disorders,LUX,Female,2013,558.7892477,No data,No data,120000.1407,No data,0,6357
Eating disorders,MDG,Female,2013,3341.7684,No data,No data,526.6880196,No data,0,19.75903702
Eating disorders,TKM,Female,2013,1245.361374,No data,No data,7049.797505,No data,0,363.1092224
Eating disorders,VIR,Female,2013,64.53791028,No data,No data,0,No data,0,0
Eating disorders,PSE,Female,2013,890.2759791,No data,No data,3315.297539,No data,0,0
Eating disorders,YEM,Female,2013,5458.738181,No data,No data,1497.747941,No data,0,74.30075836
Eating disorders,ZMB,Female,2013,2914.561659,No data,No data,1840.320553,No data,0,84.19036102
Eating disorders,ZWE,Female,2013,2364.355804,No data,No data,1408.36781,No data,0,100.1369324
Idiopathic developmental intellectual disability,BGR,Female,2013,578.1171028,No data,No data,7687.713682,No data,0,547
Idiopathic developmental intellectual disability,BFA,Female,2013,3394.345916,No data,No data,762.3037801,No data,0,42.40937042
Idiopathic developmental intellectual disability,BDI,Female,2013,2800.855107,No data,No data,241.5476657,No data,0,20.8417263
Idiopathic developmental intellectual disability,CPV,Female,2013,31.1752584,No data,No data,3757.659953,No data,0,181.2954865
Idiopathic developmental intellectual disability,KHM,Female,2013,5639.530164,No data,No data,1015.220881,No data,0,72.11994934
Idiopathic developmental intellectual disability,CMR,Female,2013,2601.947171,No data,No data,1559.139049,No data,0,56.61405563
Idiopathic developmental intellectual disability,CHL,Female,2013,1403.088331,No data,No data,15842.15916,No data,0,1183.62085
Idiopathic developmental intellectual disability,CHN,Female,2013,92019.733,No data,No data,7020.386074,No data,0,329.7810669
Idiopathic developmental intellectual disability,COL,Female,2013,3434.822141,No data,No data,8263.641929,No data,0,579.8796387
Idiopathic developmental intellectual disability,COM,Female,2013,87.6930718,No data,No data,1595.989819,No data,0,81.4433136
Idiopathic developmental intellectual disability,COD,Female,2013,14345.98125,No data,No data,444.8643576,No data,0,15.86667633
Idiopathic developmental intellectual disability,COG,Female,2013,340.1255635,No data,No data,3719.651036,No data,0,72.29035187
Idiopathic developmental intellectual disability,CRI,Female,2013,275.7655954,No data,No data,10633.26655,No data,0,816.8787231
Idiopathic developmental intellectual disability,CIV,Female,2013,2533.038657,No data,No data,1903.054229,No data,0,71.52493286
Idiopathic developmental intellectual disability,HRV,Female,2013,308.8719156,No data,No data,13979.18556,No data,0,890
Idiopathic developmental intellectual disability,CUB,Female,2013,793.1235966,No data,No data,6814.243844,No data,0,710.793396
Idiopathic developmental intellectual disability,CYP,Female,2013,107.8359834,No data,No data,27727.53516,No data,0,1916
Idiopathic developmental intellectual disability,CZE,Female,2013,660.8421204,No data,No data,20133.16914,No data,0,1514.014038
Idiopathic developmental intellectual disability,DNK,Female,2013,105.727816,No data,No data,61191.1937,No data,0,6334
Idiopathic developmental intellectual disability,DJI,Female,2013,114.4863349,No data,No data,2102.197948,No data,0,61.38714981
Idiopathic developmental intellectual disability,DMA,Female,2013,4.290181218,No data,No data,7240.679119,No data,0,387.0828857
Idiopathic developmental intellectual disability,DOM,Female,2013,647.3496484,No data,No data,6171.295127,No data,0,303.3797913
Idiopathic developmental intellectual disability,ECU,Female,2013,1244.982308,No data,No data,6050.354611,No data,0,416.3429565
Idiopathic developmental intellectual disability,EGY,Female,2013,37152.59437,No data,No data,3088.890834,No data,0,142.5976868
Idiopathic developmental intellectual disability,SLV,Female,2013,493.6061769,No data,No data,3555.1621,No data,0,321.8266296
Idiopathic developmental intellectual disability,GNQ,Female,2013,40.3146722,No data,No data,17644.5943,No data,0,289.6793518
Idiopathic developmental intellectual disability,ERI,Female,2013,963.5876113,No data,No data,0,No data,0,29.52669525
Idiopathic developmental intellectual disability,EST,Female,2013,76.60005184,No data,No data,19056.00192,No data,0,1194.862061
Idiopathic developmental intellectual disability,SWZ,Female,2013,82.20237386,No data,No data,4111.128382,No data,0,306.5707703
Idiopathic developmental intellectual disability,ETH,Female,2013,17064.2818,No data,No data,490.7924784,No data,0,19.53577042
Idiopathic developmental intellectual disability,FJI,Female,2013,99.95049869,No data,No data,4586.955211,No data,0,159.0212402
Idiopathic developmental intellectual disability,FIN,Female,2013,527.4162468,No data,No data,49892.22336,No data,0,4892
Idiopathic developmental intellectual disability,FRA,Female,2013,6287.845024,No data,No data,42602.71797,No data,0,4884.766602
Idiopathic developmental intellectual disability,GAB,Female,2013,74.63503638,No data,No data,9250.081115,No data,0,262.7824402
Idiopathic developmental intellectual disability,GMB,Female,2013,230.6485804,No data,No data,647.3855346,No data,0,25.33724403
Idiopathic developmental intellectual disability,GEO,Female,2013,417.6275474,No data,No data,4623.884714,No data,0,358
Idiopathic developmental intellectual disability,DEU,Female,2013,3537.70004,No data,No data,46298.92292,No data,0,5100.152344
Idiopathic developmental intellectual disability,GHA,Female,2013,2632.968993,No data,No data,2282.407501,No data,0,104.8143082
Idiopathic developmental intellectual disability,GRC,Female,2013,958.5956039,No data,No data,21787.78776,No data,0,1832.029663
Idiopathic developmental intellectual disability,GRL,Female,2013,5.795123005,No data,No data,0,No data,0,0
Idiopathic developmental intellectual disability,GRD,Female,2013,6.83064585,No data,No data,7205.254765,No data,0,405.3950195
Idiopathic developmental intellectual disability,GUM,Female,2013,8.151994605,No data,No data,0,No data,0,0
Idiopathic developmental intellectual disability,GTM,Female,2013,1575.82775,No data,No data,3522.767429,No data,0,198.3376617
Idiopathic developmental intellectual disability,GIN,Female,2013,1499.704756,No data,No data,757.6922726,No data,0,26.22439003
Idiopathic developmental intellectual disability,GNB,Female,2013,215.7090955,No data,No data,616.1599287,No data,0,46.01106644
Idiopathic developmental intellectual disability,GUY,Female,2013,80.81281699,No data,No data,5576.250215,No data,0,212.0263519
Idiopathic developmental intellectual disability,HTI,Female,2013,2079.288155,No data,No data,1452.313548,No data,0,59.15798187
Idiopathic developmental intellectual disability,HND,Female,2013,914.1210398,No data,No data,2064.550536,No data,0,175.01651
Idiopathic developmental intellectual disability,HUN,Female,2013,686.3431664,No data,No data,13715.07036,No data,0,991
Idiopathic developmental intellectual disability,ISL,Female,2013,25.14533414,No data,No data,49804.983,No data,0,4069
Idiopathic developmental intellectual disability,IND,Female,2013,1087291.246,No data,No data,1438.057005,No data,0,56
Idiopathic developmental intellectual disability,IDN,Female,2013,49053.55925,No data,No data,3602.885517,No data,0,103.3793182
Idiopathic developmental intellectual disability,IRN,Female,2013,15747.99168,No data,No data,6280.681867,No data,0,408.3304443
Idiopathic developmental intellectual disability,IRQ,Female,2013,9299.350206,No data,No data,6612.902252,No data,0,185.7355652
Idiopathic developmental intellectual disability,IRL,Female,2013,426.4314978,No data,No data,51496.96169,No data,0,5313.709473
Idiopathic developmental intellectual disability,ISR,Female,2013,808.9581584,No data,No data,36941.84236,No data,0,2681
Idiopathic developmental intellectual disability,ITA,Female,2013,5161.890549,No data,No data,35560.08141,No data,0,3149
Idiopathic developmental intellectual disability,JAM,Female,2013,212.6295305,No data,No data,5143.722183,No data,0,254.8423462
Idiopathic developmental intellectual disability,JPN,Female,2013,2030.771101,No data,No data,40898.6479,No data,0,4358
Idiopathic developmental intellectual disability,JOR,Female,2013,1944.017803,No data,No data,4477.618321,No data,0,320.8673096
Idiopathic developmental intellectual disability,KAZ,Female,2013,1454.516018,No data,No data,13890.63397,No data,0,363
Idiopathic developmental intellectual disability,KEN,Female,2013,5928.522856,No data,No data,1376.829205,No data,0,67.89151001
Idiopathic developmental intellectual disability,KIR,Female,2013,23.87850046,No data,No data,1628.642594,No data,0,155
Idiopathic developmental intellectual disability,PRK,Female,2013,4596.167593,No data,No data,0,No data,0,0
Idiopathic developmental intellectual disability,KOR,Female,2013,1145.574328,No data,No data,27179.51701,No data,0,1682.763916
Idiopathic developmental intellectual disability,KWT,Female,2013,393.9295681,No data,No data,47762.7967,No data,0,1188.282837
Idiopathic developmental intellectual disability,KGZ,Female,2013,877.9617849,No data,No data,1282.438248,No data,0,105
Idiopathic developmental intellectual disability,LAO,Female,2013,2116.597265,No data,No data,1815.440238,No data,0,43.56784058
Idiopathic developmental intellectual disability,LVA,Female,2013,127.7194522,No data,No data,15007.49186,No data,0,807
Idiopathic developmental intellectual disability,LBN,Female,2013,1779.868031,No data,No data,8255.209211,No data,0,583.4765015
Idiopathic developmental intellectual disability,LSO,Female,2013,227.0059598,No data,No data,1141.360923,No data,0,130.4420776
Idiopathic developmental intellectual disability,LBR,Female,2013,800.9177191,No data,No data,717.6357533,No data,0,48.74785614
Idiopathic developmental intellectual disability,LBY,Female,2013,1290.924945,No data,No data,12589.52971,No data,0,0
Idiopathic developmental intellectual disability,LTU,Female,2013,185.4074154,No data,No data,15729.65247,No data,0,959
Idiopathic developmental intellectual disability,LUX,Female,2013,32.78428008,No data,No data,120000.1407,No data,0,6357
Idiopathic developmental intellectual disability,MDG,Female,2013,4034.115872,No data,No data,526.6880196,No data,0,19.75903702
Idiopathic developmental intellectual disability,TKM,Female,2013,454.0101957,No data,No data,7049.797505,No data,0,363.1092224
Idiopathic developmental intellectual disability,USA,Female,2013,32370.71783,No data,No data,53291.12769,No data,0,8433.698242
Idiopathic developmental intellectual disability,VIR,Female,2013,3.467800962,No data,No data,0,No data,0,0
Idiopathic developmental intellectual disability,PSE,Female,2013,1687.764001,No data,No data,3315.297539,No data,0,0
Idiopathic developmental intellectual disability,YEM,Female,2013,17068.75673,No data,No data,1497.747941,No data,0,74.30075836
Idiopathic developmental intellectual disability,ZMB,Female,2013,1713.199042,No data,No data,1840.320553,No data,0,84.19036102
Idiopathic developmental intellectual disability,ZWE,Female,2013,1983.32807,No data,No data,1408.36781,No data,0,100.1369324
Schizophrenia,BGR,Female,2013,5645.032744,No data,No data,7687.713682,No data,0,547
Schizophrenia,BFA,Female,2013,7267.492971,No data,No data,762.3037801,No data,0,42.40937042
Schizophrenia,BDI,Female,2013,3291.380032,No data,No data,241.5476657,No data,0,20.8417263
Schizophrenia,CPV,Female,2013,288.8126781,No data,No data,3757.659953,No data,0,181.2954865
Schizophrenia,KHM,Female,2013,9093.903057,No data,No data,1015.220881,No data,0,72.11994934
Schizophrenia,CMR,Female,2013,9584.199899,No data,No data,1559.139049,No data,0,56.61405563
Schizophrenia,TCD,Female,2013,4380.534043,No data,No data,980.0835444,No data,0,39.97917175
Schizophrenia,CHL,Female,2013,11527.25233,No data,No data,15842.15916,No data,0,1183.62085
Schizophrenia,CHN,Female,2013,1761874.212,No data,No data,7020.386074,No data,0,329.7810669
Schizophrenia,COL,Female,2013,30420.5642,No data,No data,8263.641929,No data,0,579.8796387
Schizophrenia,COM,Female,2013,308.8248913,No data,No data,1595.989819,No data,0,81.4433136
Schizophrenia,COD,Female,2013,25758.64726,No data,No data,444.8643576,No data,0,15.86667633
Schizophrenia,COG,Female,2013,1966.454078,No data,No data,3719.651036,No data,0,72.29035187
Schizophrenia,CRI,Female,2013,3054.994864,No data,No data,10633.26655,No data,0,816.8787231
Schizophrenia,CIV,Female,2013,9108.971011,No data,No data,1903.054229,No data,0,71.52493286
Schizophrenia,HRV,Female,2013,3405.280447,No data,No data,13979.18556,No data,0,890
Schizophrenia,CUB,Female,2013,8226.339968,No data,No data,6814.243844,No data,0,710.793396
Schizophrenia,CYP,Female,2013,1071.155201,No data,No data,27727.53516,No data,0,1916
Schizophrenia,CZE,Female,2013,8391.497805,No data,No data,20133.16914,No data,0,1514.014038
Schizophrenia,DNK,Female,2013,5304.798996,No data,No data,61191.1937,No data,0,6334
Schizophrenia,DJI,Female,2013,461.0023733,No data,No data,2102.197948,No data,0,61.38714981
Schizophrenia,DMA,Female,2013,40.95593138,No data,No data,7240.679119,No data,0,387.0828857
Schizophrenia,DOM,Female,2013,5587.636055,No data,No data,6171.295127,No data,0,303.3797913
Schizophrenia,ECU,Female,2013,9027.723645,No data,No data,6050.354611,No data,0,416.3429565
Schizophrenia,EGY,Female,2013,44590.46326,No data,No data,3088.890834,No data,0,142.5976868
Schizophrenia,SLV,Female,2013,3643.670721,No data,No data,3555.1621,No data,0,321.8266296
Schizophrenia,GNQ,Female,2013,459.8414051,No data,No data,17644.5943,No data,0,289.6793518
Schizophrenia,ERI,Female,2013,2097.801508,No data,No data,0,No data,0,29.52669525
Schizophrenia,EST,Female,2013,1027.691764,No data,No data,19056.00192,No data,0,1194.862061
Schizophrenia,SWZ,Female,2013,465.9168754,No data,No data,4111.128382,No data,0,306.5707703
Schizophrenia,ETH,Female,2013,32389.84303,No data,No data,490.7924784,No data,0,19.53577042
Schizophrenia,FJI,Female,2013,624.7584576,No data,No data,4586.955211,No data,0,159.0212402
Schizophrenia,FIN,Female,2013,5206.311181,No data,No data,49892.22336,No data,0,4892
Schizophrenia,FRA,Female,2013,56692.81322,No data,No data,42602.71797,No data,0,4884.766602
Schizophrenia,GAB,Female,2013,772.7052657,No data,No data,9250.081115,No data,0,262.7824402
Schizophrenia,GMB,Female,2013,764.2298126,No data,No data,647.3855346,No data,0,25.33724403
Schizophrenia,GEO,Female,2013,2842.672113,No data,No data,4623.884714,No data,0,358
Schizophrenia,DEU,Female,2013,77803.46618,No data,No data,46298.92292,No data,0,5100.152344
Schizophrenia,GHA,Female,2013,13017.38189,No data,No data,2282.407501,No data,0,104.8143082
Schizophrenia,GRC,Female,2013,9995.965014,No data,No data,21787.78776,No data,0,1832.029663
Schizophrenia,GRL,Female,2013,54.38016034,No data,No data,0,No data,0,0
Schizophrenia,GRD,Female,2013,64.54091373,No data,No data,7205.254765,No data,0,405.3950195
Schizophrenia,GUM,Female,2013,128.3796675,No data,No data,0,No data,0,0
Schizophrenia,GTM,Female,2013,7736.854852,No data,No data,3522.767429,No data,0,198.3376617
Schizophrenia,GIN,Female,2013,4188.673477,No data,No data,757.6922726,No data,0,26.22439003
Schizophrenia,GNB,Female,2013,660.1813689,No data,No data,616.1599287,No data,0,46.01106644
Schizophrenia,GUY,Female,2013,388.2083597,No data,No data,5576.250215,No data,0,212.0263519
Schizophrenia,HTI,Female,2013,4948.034605,No data,No data,1452.313548,No data,0,59.15798187
Schizophrenia,HND,Female,2013,4102.15424,No data,No data,2064.550536,No data,0,175.01651
Schizophrenia,HUN,Female,2013,7828.556014,No data,No data,13715.07036,No data,0,991
Schizophrenia,ISL,Female,2013,268.9538646,No data,No data,49804.983,No data,0,4069
Schizophrenia,IND,Female,2013,891705.2578,No data,No data,1438.057005,No data,0,56
Schizophrenia,IDN,Female,2013,172681.2506,No data,No data,3602.885517,No data,0,103.3793182
Schizophrenia,IRN,Female,2013,52019.17349,No data,No data,6280.681867,No data,0,408.3304443
Schizophrenia,IRQ,Female,2013,17010.40419,No data,No data,6612.902252,No data,0,185.7355652
Schizophrenia,IRL,Female,2013,5016.518828,No data,No data,51496.96169,No data,0,5313.709473
Schizophrenia,ISR,Female,2013,5661.439765,No data,No data,36941.84236,No data,0,2681
Schizophrenia,ITA,Female,2013,52855.88862,No data,No data,35560.08141,No data,0,3149
Schizophrenia,JAM,Female,2013,1656.562303,No data,No data,5143.722183,No data,0,254.8423462
Schizophrenia,JPN,Female,2013,141682.9685,No data,No data,40898.6479,No data,0,4358
Schizophrenia,JOR,Female,2013,4174.311193,No data,No data,4477.618321,No data,0,320.8673096
Schizophrenia,KAZ,Female,2013,11551.78451,No data,No data,13890.63397,No data,0,363
Schizophrenia,KEN,Female,2013,17567.50198,No data,No data,1376.829205,No data,0,67.89151001
Schizophrenia,KIR,Female,2013,64.79904674,No data,No data,1628.642594,No data,0,155
Schizophrenia,PRK,Female,2013,21033.59798,No data,No data,0,No data,0,0
Schizophrenia,KOR,Female,2013,53478.18992,No data,No data,27179.51701,No data,0,1682.763916
Schizophrenia,KWT,Female,2013,2297.139616,No data,No data,47762.7967,No data,0,1188.282837
Schizophrenia,KGZ,Female,2013,3263.865128,No data,No data,1282.438248,No data,0,105
Schizophrenia,LAO,Female,2013,3670.351519,No data,No data,1815.440238,No data,0,43.56784058
Schizophrenia,LVA,Female,2013,1601.353289,No data,No data,15007.49186,No data,0,807
Schizophrenia,LBN,Female,2013,4337.530048,No data,No data,8255.209211,No data,0,583.4765015
Schizophrenia,LSO,Female,2013,832.7370714,No data,No data,1141.360923,No data,0,130.4420776
Schizophrenia,LBR,Female,2013,1626.104038,No data,No data,717.6357533,No data,0,48.74785614
Schizophrenia,LBY,Female,2013,3769.553515,No data,No data,12589.52971,No data,0,0
Schizophrenia,LTU,Female,2013,2336.01354,No data,No data,15729.65247,No data,0,959
Schizophrenia,LUX,Female,2013,490.197833,No data,No data,120000.1407,No data,0,6357
Schizophrenia,TUR,Female,2013,53295.32642,No data,No data,12578.18786,No data,0,547
Schizophrenia,USA,Female,2013,343169.5204,No data,No data,53291.12769,No data,0,8433.698242
Schizophrenia,VNM,Female,2013,75623.65074,No data,No data,2367.499331,No data,0,104.4619141
Schizophrenia,VIR,Female,2013,82.74049813,No data,No data,0,No data,0,0
Schizophrenia,PSE,Female,2013,1933.5271,No data,No data,3315.297539,No data,0,0
Schizophrenia,YEM,Female,2013,10417.52789,No data,No data,1497.747941,No data,0,74.30075836
Schizophrenia,ZMB,Female,2013,5379.341222,No data,No data,1840.320553,No data,0,84.19036102
Schizophrenia,ZWE,Female,2013,5206.229336,No data,No data,1408.36781,No data,0,100.1369324
Anxiety disorders,BGR,Female,2014,16865.49231,No,Yes,7912.274844,No data,0,605
Anxiety disorders,BFA,Female,2014,28291.56452,No,Yes,767.3713441,No data,0,38.37065506
Anxiety disorders,BDI,Female,2014,19976.03091,No,Yes,257.8185574,No data,0,18.59082222
Anxiety disorders,CPV,Female,2014,858.0250873,No data,No data,3739.278279,No data,0,181.4419556
Anxiety disorders,KHM,Female,2014,29384.36026,No,Yes,1098.074538,No data,0,73.5883255
Anxiety disorders,CMR,Female,2014,37218.19969,No data,No data,1631.713985,No data,0,61.80369186
Anxiety disorders,CAN,Female,2014,109041.0319,Yes,No data,50955.99832,No data,0,5231.736328
Anxiety disorders,CHL,Female,2014,74548.80393,No,Yes,14675.15087,No data,0,1150.061646
Anxiety disorders,CHN,Female,2014,2673396.141,Yes,Yes,7636.07434,No data,0,363.0093994
Anxiety disorders,COL,Female,2014,71000.65389,Yes,Yes,8167.472842,No data,0,586.8764038
Anxiety disorders,COM,Female,2014,1482.490024,No data,No data,1608.687875,No data,0,84.27106476
Anxiety disorders,COD,Female,2014,122181.283,Yes,No data,472.2662357,No data,0,18.79024887
Anxiety disorders,COG,Female,2014,8036.650829,No,No data,3623.80746,No data,0,71.47676086
Anxiety disorders,CRI,Female,2014,8236.235951,No,Yes,10737.67888,No data,0,822.9100342
Anxiety disorders,CIV,Female,2014,33161.40778,No,Yes,2124.01943,No data,0,79.31149292
Anxiety disorders,HRV,Female,2014,9669.746115,Yes,Yes,14001.16034,No data,0,909
Anxiety disorders,CUB,Female,2014,33818.70336,No,No,7117.535735,No data,0,864.1555786
Anxiety disorders,CYP,Female,2014,3942.077368,Yes,Yes,27162.32227,No data,0,1874
Anxiety disorders,CZE,Female,2014,23037.52495,No,Yes,19890.91991,No data,0,1516.056274
Anxiety disorders,DNK,Female,2014,17989.47368,Yes,Yes,62548.98473,No data,0,6467
Anxiety disorders,DJI,Female,2014,2072.302837,No,No,2239.114538,No data,0,66.44046021
Anxiety disorders,DMA,Female,2014,191.3079832,Yes,No,7502.12091,No data,0,394.6729431
Anxiety disorders,DOM,Female,2014,27761.20256,Yes,Yes,6533.670911,No data,0,313.4575195
Anxiety disorders,ECU,Female,2014,40849.70332,No,Yes,6374.631486,No data,0,435.5133057
Anxiety disorders,EGY,Female,2014,218931.4407,Yes,No,3196.861381,No data,0,158.2058106
Anxiety disorders,SLV,Female,2014,11033.21412,No,Yes,3638.517658,No data,0,312.8674622
Anxiety disorders,GNQ,Female,2014,1925.716297,No data,No data,16804.92493,No data,0,294.7608948
Anxiety disorders,ERI,Female,2014,11438.50911,No,Yes,0,No data,0,31.54170799
Anxiety disorders,EST,Female,2014,2357.174833,Yes,No,20261.06673,No data,0,1287.76123
Anxiety disorders,SWZ,Female,2014,1906.735051,Yes,No,3928.522755,No data,0,285.0514221
Anxiety disorders,ETH,Female,2014,195751.3856,No,Yes,557.5341484,No data,0,21.90294838
Anxiety disorders,FJI,Female,2014,1646.369128,Yes,Yes,5305.064432,No data,0,178.7059937
Anxiety disorders,FIN,Female,2014,11347.1278,Yes,Yes,50327.24029,No data,0,4923
Anxiety disorders,FRA,Female,2014,272468.9494,No,Yes,43068.54872,No data,0,4980.814941
Anxiety disorders,GAB,Female,2014,2964.954199,No data,No data,9255.368035,No data,0,234.4215241
Anxiety disorders,GMB,Female,2014,2950.278383,No,Yes,561.6496346,No data,0,17.14346313
Anxiety disorders,GEO,Female,2014,6337.926619,Yes,Yes,4739.276913,No data,0,369
Anxiety disorders,DEU,Female,2014,335848.047,No,No,48023.86998,No data,0,5309.154785
Anxiety disorders,GHA,Female,2014,44316.77315,Yes,Yes,1942.921869,No data,0,78.03632355
Anxiety disorders,GRC,Female,2014,37663.60731,Yes,Yes,21616.71001,No data,0,1700.494385
Anxiety disorders,GRL,Female,2014,186.7427115,No data,No data,0,No data,0,0
Anxiety disorders,GRD,Female,2014,302.9290598,Yes,Yes,7726.378262,No data,0,368.8138428
Anxiety disorders,GUM,Female,2014,314.1059543,No data,No data,0,No data,0,0
Anxiety disorders,GTM,Female,2014,26709.53085,No,Yes,3779.626205,No data,0,216.795044
Anxiety disorders,GIN,Female,2014,16461.68199,No,Yes,774.5690396,No data,0,37.0862999
Anxiety disorders,GNB,Female,2014,2587.774967,No data,No data,605.1225465,No data,0,64.91837311
Anxiety disorders,GUY,Female,2014,2038.077132,Yes,Yes,5495.377084,No data,0,216.9332428
Anxiety disorders,HTI,Female,2014,29579.82645,No,No,1454.649175,No data,0,64.86157227
Anxiety disorders,HND,Female,2014,14601.39539,No,Yes,2164.42455,Psychiatrists,0.7,171.3048096
Anxiety disorders,HND,Female,2014,14601.39539,No,Yes,2164.42455,Social workers,0.2,171.3048096
Anxiety disorders,HND,Female,2014,14601.39539,No,Yes,2164.42455,Psychologists,0.6,171.3048096
Anxiety disorders,HUN,Female,2014,22344.95129,No,No,14294.25842,No data,0,1006
Anxiety disorders,ISL,Female,2014,1023.780203,No,No,54576.74481,No data,0,4488
Anxiety disorders,IND,Female,2014,2333893.716,Yes,Yes,1559.863779,No data,0,57
Anxiety disorders,IDN,Female,2014,488000.8976,Yes,Yes,3476.624854,No data,0,103.0588379
Anxiety disorders,IRN,Female,2014,334112.0595,Yes,Yes,5757.543333,No data,0,375.284668
Anxiety disorders,IRQ,Female,2014,105726.7115,Yes,Yes,6215.986033,No data,0,178.0239563
Anxiety disorders,IRL,Female,2014,16435.80073,No data,No data,55752.76498,No data,0,5316.269531
Anxiety disorders,ISR,Female,2014,14786.84104,Yes,Yes,38259.6811,No data,0,2816
Anxiety disorders,ITA,Female,2014,216718.8902,Yes,Yes,35565.72138,No data,0,3154
Anxiety disorders,JAM,Female,2014,7929.549362,Yes,Yes,4991.561532,No data,0,257.846344
Anxiety disorders,JPN,Female,2014,252895.6496,Yes,Yes,38475.39525,No data,0,4122
Anxiety disorders,JOR,Female,2014,24116.48355,No,Yes,4255.894302,No data,0,306.806427
Anxiety disorders,KAZ,Female,2014,26679.5227,No data,No data,12807.26305,No data,0,374
Anxiety disorders,KEN,Female,2014,93511.11875,Yes,No,1489.919721,No data,0,73.19489288
Anxiety disorders,KIR,Female,2014,203.2735172,Yes,No data,1546.881768,No data,0,156
Anxiety disorders,PRK,Female,2014,53025.54283,No data,No data,0,No data,0,0
Anxiety disorders,KOR,Female,2014,126235.3221,Yes,Yes,29252.93124,No data,0,1880.442017
Anxiety disorders,KWT,Female,2014,10715.34155,No,No,43239.83518,No data,0,1260.875244
Anxiety disorders,KGZ,Female,2014,8812.341639,Yes,Yes,1279.770784,No data,0,95
Anxiety disorders,LAO,Female,2014,14943.4975,No,Yes,1984.50867,No data,0,45.61304092
Anxiety disorders,LVA,Female,2014,3671.808372,No,Yes,15742.39134,No data,0,857
Anxiety disorders,LBN,Female,2014,28246.61479,Yes,No,7665.379692,No data,0,576.6546021
Anxiety disorders,LSO,Female,2014,3383.472982,Yes,No,1165.05065,No data,0,120.4721375
Anxiety disorders,LBR,Female,2014,6400.068141,No,Yes,713.7348824,No data,0,59.98974228
Anxiety disorders,LBY,Female,2014,18971.07302,Yes,No,9408.752546,No data,0,0
Anxiety disorders,LTU,Female,2014,5405.132758,Yes,Yes,16551.0182,No data,0,1021
Anxiety disorders,LUX,Female,2014,1748.805794,Yes,Yes,123678.7021,No data,0,6547
Anxiety disorders,MDG,Female,2014,47720.99087,Yes,Yes,517.1361831,No data,0,23.07670021
Anxiety disorders,TKM,Female,2014,6932.419667,Yes,Yes,7685.509859,No data,0,422.5318909
Anxiety disorders,VIR,Female,2014,318.4922127,No data,No data,0,No data,0,0
Anxiety disorders,PSE,Female,2014,11724.67929,No data,No data,3352.112595,No data,0,0
Anxiety disorders,YEM,Female,2014,68761.1779,No,Yes,1557.601406,No data,0,75.41601563
Anxiety disorders,ZMB,Female,2014,31338.96022,Yes,Yes,1724.57622,No data,0,66.04714203
Anxiety disorders,ZWE,Female,2014,19204.43244,Yes,Yes,1407.034291,No data,0,114.4442978
Attention-deficit_hyperactivity disorder,BGR,Female,2014,182.2691257,No,Yes,7912.274844,No data,0,605
Attention-deficit_hyperactivity disorder,BFA,Female,2014,1150.106563,No,Yes,767.3713441,No data,0,38.37065506
Attention-deficit_hyperactivity disorder,BDI,Female,2014,592.9414536,No,Yes,257.8185574,No data,0,18.59082222
Attention-deficit_hyperactivity disorder,CPV,Female,2014,29.40454163,No data,No data,3739.278279,No data,0,181.4419556
Attention-deficit_hyperactivity disorder,KHM,Female,2014,372.8233926,No,Yes,1098.074538,No data,0,73.5883255
Attention-deficit_hyperactivity disorder,CMR,Female,2014,1529.768011,No data,No data,1631.713985,No data,0,61.80369186
Attention-deficit_hyperactivity disorder,CHL,Female,2014,1203.521519,No,Yes,14675.15087,No data,0,1150.061646
Attention-deficit_hyperactivity disorder,CHN,Female,2014,60039.19258,Yes,Yes,7636.07434,No data,0,363.0093994
Attention-deficit_hyperactivity disorder,COL,Female,2014,2146.187837,Yes,Yes,8167.472842,No data,0,586.8764038
Attention-deficit_hyperactivity disorder,COM,Female,2014,38.02216934,No data,No data,1608.687875,No data,0,84.27106476
Attention-deficit_hyperactivity disorder,COD,Female,2014,4170.163415,Yes,No data,472.2662357,No data,0,18.79024887
Attention-deficit_hyperactivity disorder,COG,Female,2014,256.0000466,No,No data,3623.80746,No data,0,71.47676086
Attention-deficit_hyperactivity disorder,CRI,Female,2014,162.8437306,No,Yes,10737.67888,No data,0,822.9100342
Attention-deficit_hyperactivity disorder,CIV,Female,2014,1325.123952,No,Yes,2124.01943,No data,0,79.31149292
Attention-deficit_hyperactivity disorder,HRV,Female,2014,115.2069726,Yes,Yes,14001.16034,No data,0,909
Attention-deficit_hyperactivity disorder,CUB,Female,2014,707.0769977,No,No,7117.535735,No data,0,864.1555786
Attention-deficit_hyperactivity disorder,CYP,Female,2014,30.59735591,Yes,Yes,27162.32227,No data,0,1874
Attention-deficit_hyperactivity disorder,CZE,Female,2014,276.4412476,No,Yes,19890.91991,No data,0,1516.056274
Attention-deficit_hyperactivity disorder,DNK,Female,2014,189.41293,Yes,Yes,62548.98473,No data,0,6467
Attention-deficit_hyperactivity disorder,DJI,Female,2014,51.01795304,No,No,2239.114538,No data,0,66.44046021
Attention-deficit_hyperactivity disorder,DMA,Female,2014,4.864412565,Yes,No,7502.12091,No data,0,394.6729431
Attention-deficit_hyperactivity disorder,DOM,Female,2014,778.1589262,Yes,Yes,6533.670911,No data,0,313.4575195
